ID,F_BUS,T_BUS,PF,PT,TYPE,TAP
E88,60,59,43.93929416572689,43.316719939115764,E,1.0
E89,61,59,52.639096505478754,51.71866816277131,E,1.0
E90,61,60,112.40552581542435,112.06709832226728,E,1.0
E91,62,60,9.889441427117593,9.872195843461066,E,1.0
E92,61,62,25.492739133797514,25.42376577855066,E,1.0
E93,63,59,151.77147675801436,151.7714767580143,E,0.96
E94,64,63,152.25393227803013,151.77147675801393,E,1.0
E95,64,61,30.53736145469914,30.537361454699187,E,0.985
E96,65,38,184.49299154188233,181.28035182867006,E,1.0
E97,65,64,183.78437867583287,182.7912937327294,E,1.0
E98,66,49,135.22443873518785,132.22369043108034,E,1.0
E99,66,49,135.22443873518785,132.22369043108034,E,1.0
E100,66,62,37.93101809399212,37.16252377570953,E,1.0
E101,67,62,24.499056918889824,24.30315187285761,E,1.0
E102,65,66,8.540624362019662,8.540624362019633,E,0.935
E103,66,67,53.160728797652446,52.49905691888951,E,1.0
E104,65,68,14.182005420261474,14.177948735151308,E,1.0
E105,69,47,58.6843919022474,55.94009053358499,E,1.0
E106,69,49,48.781675708872385,46.540121705216656,E,1.0
E107,69,68,125.80250732630046,125.80250732630047,E,0.935
E108,69,70,108.37594770747391,104.9434696195951,E,1.0
E109,70,24,6.216241921181883,6.2152805829616975,E,1.0
E110,70,71,16.652897973460934,16.61462496643337,E,1.0
E111,24,72,1.4671685868498199,1.4499429787115894,E,1.0
E112,71,72,10.602222511073526,10.550057021288433,E,1.0
E113,71,73,6.012402455360506,5.999999999999886,E,1.0
E114,70,74,16.20756629992648,16.011423146520105,E,1.0
E115,75,70,0.19357522124969564,0.13323657497455593,E,1.0
E116,69,75,110.00896571810705,105.15533762145218,E,1.0
E117,75,74,52.35519028773632,51.9885768534799,E,1.0
E118,77,76,63.205052541261566,61.150026600191374,E,1.0
E119,69,77,62.209383525693426,61.04911654844073,E,1.0
E120,77,75,35.4110617376753,34.60825690943095,E,1.0
E121,77,78,45.394703365809605,45.31618998547013,E,1.0
E122,79,78,25.737240771071285,25.683810014529,E,1.0
E123,80,77,98.34354596377788,96.57090529355129,E,1.0
E124,80,77,45.04637025665105,44.36533412902046,E,1.0
E125,80,79,65.50468240314372,64.7372407710716,E,1.0
E126,81,68,44.201949365796786,44.145471159835374,E,1.0
E127,80,81,44.20194936579798,44.20194936579796,E,0.935
E128,82,77,3.1666949245497302,3.025461673733424,E,1.0
E129,83,82,47.556897567840025,47.22235794874391,E,1.0
E130,84,83,25.346101047285114,24.786037099261424,E,1.0
E131,85,83,43.66571878759407,42.770860468578405,E,1.0
E132,85,84,36.79065735520729,36.34610104728508,E,1.0
E133,85,86,17.172481229798667,17.05305015184333,E,1.0
E134,87,86,3.9999999999999196,3.9469498481565135,E,1.0
E135,88,85,50.93236237386121,50.39242685620583,E,1.0
E136,89,85,72.48864120781255,71.23643051639415,E,1.0
E137,89,88,100.3279651581472,98.93236237386132,E,1.0
E138,89,90,58.21869729488984,56.47823396905718,E,1.0
E139,89,90,110.82844267284375,107.93411581587344,E,1.0
E140,90,91,1.412349784930785,1.4040171471462657,E,1.0
E141,89,92,201.54154770680233,197.56013722044847,E,1.0
E142,89,92,63.59470595950432,62.01763084899804,E,1.0
E143,92,91,8.636060457205396,8.59598285285364,E,1.0
E144,92,93,57.623491024348475,56.71989498780968,E,1.0
E145,92,94,52.17007704990604,50.74851780293397,E,1.0
E146,93,94,44.719894987809354,44.18127553545421,E,1.0
E147,94,95,40.86097162421253,40.62372208396135,E,1.0
E148,80,96,18.96653487224019,18.662662842763407,E,1.0
E149,96,82,9.963265803385344,9.944336975805873,E,1.0
E150,94,96,19.787882913802438,19.659620816863466,E,1.0
E151,80,97,26.423477041214237,26.18084162280505,E,1.0
E152,80,98,28.949280022131152,28.743455956935527,E,1.0
E153,80,99,19.564160075044594,19.351583963022545,E,1.0
E154,92,100,31.49705285368959,30.707465266236845,E,1.0
E155,94,100,4.280938800374123,3.8663425313571476,E,1.0
E156,96,95,1.4549354777577947,1.3762779160388026,E,1.0
E157,97,96,11.180841622804904,11.095917621515488,E,1.0
E158,100,98,5.2761967545728625,5.256544043064524,E,1.0
E159,100,99,22.741080045268653,22.648416036977327,E,1.0
E160,101,100,16.97969904323587,16.742606056082455,E,1.0
E161,92,102,44.65108668429748,44.39349241419223,E,1.0
E162,102,101,39.39349241419217,38.97969904323587,E,1.0
E163,100,103,121.75329942423812,119.40203111992824,E,1.0
E164,100,104,56.18465977704855,54.729358395084915,E,1.0
E165,103,104,32.45211148259169,31.854904730569643,E,1.0
E166,103,105,43.35108513816489,42.248564925992234,E,1.0
E167,100,106,60.36117785254839,58.135872583157564,E,1.0
E168,104,105,48.584263125654715,48.33440096602672,E,1.0
E169,105,106,8.863146404882901,8.848227330792641,E,1.0
E170,105,107,26.75471105255442,26.34729247067005,E,1.0
E171,105,108,23.96510843458192,23.7745777620408,E,1.0
E172,106,107,23.984099913950136,23.652707529330037,E,1.0
E173,108,109,21.774577762040355,21.708691001576273,E,1.0
E174,103,110,60.598834499171495,59.148887915932434,E,1.0
E175,109,110,13.708691001576009,13.606755383343975,E,1.0
E176,111,110,36.00000000000003,35.70294492226469,E,1.0
E177,110,112,69.45858822154115,68.0,E,1.0
E178,17,113,2.0563362005420793,2.052308989803286,E,1.0
E179,32,113,4.11613572298429,3.9476910101953475,E,1.0
E180,32,114,9.37146174493795,9.357743166447218,E,1.0
E181,27,115,20.723741087237567,20.64230585219788,E,1.0
E182,114,115,1.3577431664456525,1.3576941478019149,E,1.0
E183,68,116,184.12592722128517,183.99999999999685,E,1.0
E184,12,117,20.152549938079893,20.000000000000014,E,1.0
E185,75,118,40.2148290218971,39.87386232134149,E,1.0
E186,118,76,6.873862321341635,6.849973399808948,E,1.0
L1,1,0,51.0,51.0,L,1.0
L2,2,0,20.0,20.0,L,1.0
L3,3,0,39.0,39.0,L,1.0
L4,4,0,39.0,39.0,L,1.0
L6,6,0,52.0,52.0,L,1.0
L7,7,0,19.0,19.0,L,1.0
L8,8,0,28.0,28.0,L,1.0
L11,11,0,70.0,70.0,L,1.0
L12,12,0,47.0,47.0,L,1.0
L13,13,0,34.0,34.0,L,1.0
L14,14,0,14.0,14.0,L,1.0
L15,15,0,90.0,90.0,L,1.0
L16,16,0,25.0,25.0,L,1.0
L17,17,0,11.0,11.0,L,1.0
L18,18,0,60.0,60.0,L,1.0
L19,19,0,45.0,45.0,L,1.0
L20,20,0,18.0,18.0,L,1.0
L21,21,0,14.0,14.0,L,1.0
L22,22,0,10.0,10.0,L,1.0
L23,23,0,7.0,7.0,L,1.0
L24,24,0,13.0,13.0,L,1.0
L27,27,0,71.0,71.0,L,1.0
L28,28,0,17.0,17.0,L,1.0
L29,29,0,24.0,24.0,L,1.0
L31,31,0,43.0,43.0,L,1.0
L32,32,0,59.0,59.0,L,1.0
L33,33,0,23.0,23.0,L,1.0
L34,34,0,59.0,59.0,L,1.0
L35,35,0,33.0,33.0,L,1.0
L36,36,0,31.0,31.0,L,1.0
L39,39,0,27.0,27.0,L,1.0
L40,40,0,66.0,66.0,L,1.0
L41,41,0,37.0,37.0,L,1.0
L42,42,0,96.0,96.0,L,1.0
L43,43,0,18.0,18.0,L,1.0
L44,44,0,16.0,16.0,L,1.0
L45,45,0,53.0,53.0,L,1.0
L46,46,0,28.0,28.0,L,1.0
L47,47,0,34.0,34.0,L,1.0
L48,48,0,20.0,20.0,L,1.0
L49,49,0,87.0,87.0,L,1.0
L50,50,0,17.0,17.0,L,1.0
L51,51,0,17.0,17.0,L,1.0
L52,52,0,18.0,18.0,L,1.0
L53,53,0,23.0,23.0,L,1.0
L54,54,0,113.0,113.0,L,1.0
L55,55,0,63.0,63.0,L,1.0
L56,56,0,84.0,84.0,L,1.0
L57,57,0,12.0,12.0,L,1.0
L58,58,0,12.0,12.0,L,1.0
L59,59,0,277.0,277.0,L,1.0
L60,60,0,78.0,78.0,L,1.0
L62,62,0,77.0,77.0,L,1.0
L66,66,0,39.0,39.0,L,1.0
L67,67,0,28.0,28.0,L,1.0
L70,70,0,66.0,66.0,L,1.0
L72,72,0,12.0,12.0,L,1.0
L73,73,0,6.0,6.0,L,1.0
L74,74,0,68.0,68.0,L,1.0
L75,75,0,47.0,47.0,L,1.0
L76,76,0,68.0,68.0,L,1.0
L77,77,0,61.0,61.0,L,1.0
L78,78,0,71.0,71.0,L,1.0
L79,79,0,39.0,39.0,L,1.0
L80,80,0,130.0,130.0,L,1.0
L82,82,0,54.0,54.0,L,1.0
L83,83,0,20.0,20.0,L,1.0
L84,84,0,11.0,11.0,L,1.0
L85,85,0,24.0,24.0,L,1.0
L86,86,0,21.0,21.0,L,1.0
L88,88,0,48.0,48.0,L,1.0
L90,90,0,163.0,163.0,L,1.0
L91,91,0,10.0,10.0,L,1.0
L92,92,0,65.0,65.0,L,1.0
L93,93,0,12.0,12.0,L,1.0
L94,94,0,30.0,30.0,L,1.0
L95,95,0,42.0,42.0,L,1.0
L96,96,0,38.0,38.0,L,1.0
L97,97,0,15.0,15.0,L,1.0
L98,98,0,34.0,34.0,L,1.0
L99,99,0,42.0,42.0,L,1.0
L100,100,0,37.0,37.0,L,1.0
L101,101,0,22.0,22.0,L,1.0
L102,102,0,5.0,5.0,L,1.0
L103,103,0,23.0,23.0,L,1.0
L104,104,0,38.0,38.0,L,1.0
L105,105,0,31.0,31.0,L,1.0
L106,106,0,43.0,43.0,L,1.0
L107,107,0,50.0,50.0,L,1.0
L108,108,0,2.0,2.0,L,1.0
L109,109,0,8.0,8.0,L,1.0
L110,110,0,39.0,39.0,L,1.0
L112,112,0,68.0,68.0,L,1.0
L113,113,0,6.0,6.0,L,1.0
L114,114,0,8.0,8.0,L,1.0
L115,115,0,22.0,22.0,L,1.0
L116,116,0,184.0,184.0,L,1.0
L117,117,0,20.0,20.0,L,1.0
L118,118,0,33.0,33.0,L,1.0
G10,0,10,450.0,450.0,G,1.0
G12,0,12,85.0,85.0,G,1.0
G25,0,25,220.0,220.0,G,1.0
G26,0,26,314.0,314.0,G,1.0
G31,0,31,7.0,7.0,G,1.0
G46,0,46,19.0,19.0,G,1.0
G49,0,49,204.0,204.0,G,1.0
G54,0,54,48.0,48.0,G,1.0
G59,0,59,155.0,155.0,G,1.0
G61,0,61,160.0,160.0,G,1.0
G65,0,65,391.0,391.0,G,1.0
G66,0,66,392.0,392.0,G,1.0
G69,0,69,513.8628718886948,513.8628718886948,G,1.0
G80,0,80,477.0,477.0,G,1.0
G87,0,87,4.0,4.0,G,1.0
G89,0,89,607.0,607.0,G,1.0
G100,0,100,252.0,252.0,G,1.0
G103,0,103,40.0,40.0,G,1.0
G111,0,111,36.0,36.0,G,1.0
