ID,F_BUS,T_BUS,QF,QF1,QT1,QT,QSF,QST,TAP,TYPE
E31,31,32,0.1402327468833867,0.1402327468833867,0.1400177170668166,0.1400177170668166,-0.0,-0.0,1.0,E
E32,32,33,0.040017717066318154,0.040017717066318154,0.0400000000001563,0.0400000000001563,-0.0,-0.0,1.0,E
L2,2,0,0.06,0.06,0.06,0.06,0.0,0.0,1.0,L
L3,3,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L4,4,0,0.08,0.08,0.08,0.08,0.0,0.0,1.0,L
L5,5,0,0.03,0.03,0.03,0.03,0.0,0.0,1.0,L
L6,6,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L7,7,0,0.1,0.1,0.1,0.1,0.0,0.0,1.0,L
L8,8,0,0.1,0.1,0.1,0.1,0.0,0.0,1.0,L
L9,9,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L10,10,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L11,11,0,0.03,0.03,0.03,0.03,0.0,0.0,1.0,L
L12,12,0,0.035,0.035,0.035,0.035,0.0,0.0,1.0,L
L13,13,0,0.035,0.035,0.035,0.035,0.0,0.0,1.0,L
L14,14,0,0.08,0.08,0.08,0.08,0.0,0.0,1.0,L
L15,15,0,0.01,0.01,0.01,0.01,0.0,0.0,1.0,L
L16,16,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L17,17,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L18,18,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L19,19,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L20,20,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L21,21,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L22,22,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
L23,23,0,0.05,0.05,0.05,0.05,0.0,0.0,1.0,L
L24,24,0,0.2,0.2,0.2,0.2,0.0,0.0,1.0,L
L25,25,0,0.2,0.2,0.2,0.2,0.0,0.0,1.0,L
L26,26,0,0.025,0.025,0.025,0.025,0.0,0.0,1.0,L
L27,27,0,0.025,0.025,0.025,0.025,0.0,0.0,1.0,L
L28,28,0,0.02,0.02,0.02,0.02,0.0,0.0,1.0,L
L29,29,0,0.07,0.07,0.07,0.07,0.0,0.0,1.0,L
L30,30,0,0.6,0.6,0.6,0.6,0.0,0.0,1.0,L
L31,31,0,0.07,0.07,0.07,0.07,0.0,0.0,1.0,L
L32,32,0,0.1,0.1,0.1,0.1,0.0,0.0,1.0,L
L33,33,0,0.04,0.04,0.04,0.04,0.0,0.0,1.0,L
G1,0,1,0.8986383909980589,0.8986383909980589,0.8986383909980589,0.8986383909980589,0.0,0.0,1.0,G
G14,0,14,0.36513,0.36513,0.36513,0.36513,0.0,0.0,1.0,G
G24,0,24,0.5324099999999999,0.5324099999999999,0.5324099999999999,0.5324099999999999,0.0,0.0,1.0,G
G30,0,30,0.51885,0.51885,0.51885,0.51885,0.0,0.0,1.0,G
